gene_name,target_type,target_group,target_group_score_normalized,Disease
GRSF1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSDMD,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSE1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSG2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSPT1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSR,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSTA1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSTA2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSTA3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSTA4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSTK1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSTM1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSTM2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSTM3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSTM5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSTO2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSTP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSTT2B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GSTZ1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GTF2A1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GTF2A2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GTF2B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GTF2E1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GTF2E2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GTF2F1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GTF2F2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GTF2H1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GTF2H2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GTF2H3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GTF2H4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GTF2H5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GTF2I,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GUCA1A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GUCA1B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GUCY1A1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GUCY1A2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GUCY1B1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GUCY2C,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GUCY2D,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GUCY2F,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GUK1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GUSB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GYG1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GYG2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GYS1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GYS2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GZMA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
GZMB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
H1F0,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
H1FOO,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
H1FX,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
H2AFV,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
H2AFX,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
H2AFY,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
H2AFZ,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
H3F3A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
H3F3B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
H6PD,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HAAO,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HACL1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HADH,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HADHA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HADHB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HAGH,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HAO1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HAO2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HAP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HARS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HBA1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HBA2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HBD,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HBE1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HBEGF,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HBG1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HBG2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HBP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HBZ,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HCCS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HCFC1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HCLS1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HCN4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HCRT,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HDC,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HDDC3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HEATR1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HEBP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HELLS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HELZ2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HEPH,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HERC5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HEXA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HEXB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HEXIM1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HEXIM2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HFE,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HFE2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HGF,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HGS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIBADH,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIBCH,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIC1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIF1AN,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIF3A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIGD1A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIP1R,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H1A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H1E,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2AA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2AB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2AC,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2AD,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2AE,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2AH,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2AJ,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2BA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2BB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2BD,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2BH,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2BJ,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2BK,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2BL,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2BM,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2BN,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H2BO,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H3A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H4A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H4H,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST1H4J,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST2H2AA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST2H2AB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST2H2AC,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST2H2BE,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST2H2BF,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST2H3A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST2H3PS2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST3H2A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HIST3H3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HK1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HK2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HK3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HKDC1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HLA-C,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HLA-DMA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HLA-DOA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HLA-DPA1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HLA-DPB1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HLA-DQA1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HLA-DQA2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HLA-DQB1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HLA-DQB2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HLA-DRA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HLA-DRB1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HLA-DRB5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HLA-F,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HLX,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HMBS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HMG20A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HMG20B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HMGB1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HMGB2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HMGCL,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HMGCS1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HMGCS2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HMGN1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HMOX1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HNF1A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HNF4A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HNMT,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HNRNPA1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HNRNPA2B1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HNRNPC,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HNRNPF,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HNRNPH1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HNRNPH2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HNRNPK,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HNRNPL,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HNRNPM,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HNRNPR,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HOMER1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HOMER2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HOMER3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HOXA10,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HOXB1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HP,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HPD,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HPRT1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HPX,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HRAS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HRG,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HRK,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSD11B1L,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSD17B12,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSD17B2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSD17B4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSD17B6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSD17B8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSD3B1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSD3B2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSD3B7,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSF1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSH2D,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSPA1B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSPA1L,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSPA2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSPA4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSPA4L,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSPA6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSPA9,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSPB1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSPB2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSPB8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSPBP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSPD1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSPE1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSPG2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HSPH1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HTR3B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HTR3C,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HTR3D,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HTR3E,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HTRA2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HUS1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HUWE1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HYOU1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
HYPK,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IARS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IBSP,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IBTK,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ICK,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ICT1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IDH2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IDH3A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IDH3B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IDH3G,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IDI1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IDNK,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IDO2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IDS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IDUA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IER5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFI16,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFIH1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFIT1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFIT1B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFIT3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFNA1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFNA17,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFNA2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFNA21,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFNA4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFNA6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFNA8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFNAR1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFNAR2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFNB1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFNG,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFNGR1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFNGR2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFNLR1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFNW1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFT140,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFT172,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFT22,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFT27,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFT46,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFT57,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFT80,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IFT88,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IGDCC3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IGF1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IGF2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IGF2BP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IGF2R,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IGFALS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IGFBP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IGFBP3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IGHV4-38-2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IGLL5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IHH,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IKBKG,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IKZF1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IKZF3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IKZF4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL10,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL10RA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL10RB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL11,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL11RA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL12RB1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL13,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL17A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL18,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL1A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL1R1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL1R2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL1RAP,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL1RL1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL1RN,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL23R,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL27,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL27RA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL2RA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL2RB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL2RG,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL33,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL34,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL37,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL3RA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL4I1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL4R,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL5RA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL6R,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IL7R,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ILKAP,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IMMT,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IMPA2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IMPACT,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IMPAD1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
INCENP,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ING3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
INHBA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
INHBB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
INMT,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
INPP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
INPP4A,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
INPP4B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
INPP5D,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
INPP5F,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
INPPL1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
INS,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
INSIG1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
INSIG2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IPO13,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IPO4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IPO5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IPO7,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IQGAP1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IRAK2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IRF1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IRF3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IRF4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IRF7,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IRF9,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IRS1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IRS2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ISG15,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ISOC1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IST1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ISYNA1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITCH,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGA1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGA2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGA2B,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGA3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGA4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGA5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGA6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGAL,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGAM,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGAV,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGAX,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGB1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGB2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGB3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGB4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGB5,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGB6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGB7,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITGB8,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITPA,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITPR1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITPR2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITPR3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
ITSN1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IVD,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IZUMO1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IZUMO2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IZUMO3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
IZUMO4,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
JAM2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
JAM3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
JARID2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
JMJD6,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
JUNB,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
JUND,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
JUP,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
KAL1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
KALRN,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
KANSL1,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
KANSL2,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
KANSL3,SINGLE PROTEIN,T4,0.1,Alzheimer's disease
