symbol	overallAssociationScore	objectObject	objectObject	objectObject	objectObject	objectObject	objectObject	objectObject	targetName
DEGS1	0.009323062478704586	No data	No data	No data	No data	0.07667864924208577	No data	No data	delta 4-desaturase, sphingolipid 1
PCYOX1L	0.009322942947669208	No data	No data	No data	No data	0.012158615952232422	0.0736380121566435	No data	prenylcysteine oxidase 1 like
NRXN2	0.009321899005342145	No data	No data	No data	No data	0.0475368109799087	0.06478487737043322	No data	neurexin 2
PPT1	0.009316017526662246	No data	No data	No data	No data	0.0704186507233461	0.024808225851666886	No data	palmitoyl-protein thioesterase 1
MIB2	0.009312630623777681	No data	No data	No data	No data	No data	0.07659285119592749	No data	MIB E3 ubiquitin protein ligase 2
MRPL40	0.009306021481191529	No data	No data	No data	No data	0.03343619386863916	0.06817944504026009	No data	mitochondrial ribosomal protein L40
PTRH2	0.009297958138944566	No data	No data	No data	No data	No data	0.07647217557881154	No data	peptidyl-tRNA hydrolase 2
SAT1	0.009287909511962456	No data	No data	No data	No data	No data	0.07638952943700075	No data	spermidine/spermine N1-acetyltransferase 1
FAM161B	0.009281707832109994	No data	No data	No data	No data	No data	0.0763385229747782	No data	FAM161 centrosomal protein B
MYO10	0.00927507957846322	No data	No data	No data	No data	No data	0.07628400810505276	No data	myosin X
RUNX1	0.009273669932932523	No data	No data	No data	No data	0.07627241430575658	No data	No data	RUNX family transcription factor 1
ST8SIA1	0.009270294688341271	No data	No data	No data	No data	0.07624465420045748	No data	No data	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
KCNJ2	0.009264879549465371	No data	No data	No data	No data	0.06687238773727831	0.03731091600746533	No data	potassium inwardly rectifying channel subfamily J member 2
RO60	0.009256823957512608	No data	No data	No data	No data	No data	0.0761338625537636	No data	Ro60, Y RNA binding protein
ZNF573	0.009256658542116734	No data	No data	No data	No data	No data	0.07613250207493506	No data	zinc finger protein 573
ART4	0.009255875638362991	No data	No data	No data	No data	0.07612606298880209	No data	No data	ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)
KCNMA1	0.009249236598095035	No data	No data	No data	No data	0.07607145940321274	No data	No data	potassium calcium-activated channel subfamily M alpha 1
DOK3	0.009241791909473301	No data	No data	No data	No data	0.07295169571339452	0.01223413580958383	No data	docking protein 3
SLC7A14	0.009239891194637714	No data	No data	No data	No data	No data	0.07599459700790363	No data	solute carrier family 7 member 14
TRIM28	0.009239496367117545	No data	No data	No data	No data	0.07599134970145263	No data	No data	tripartite motif containing 28
ACSL4	0.009239496367117545	No data	No data	No data	No data	0.07599134970145263	No data	No data	acyl-CoA synthetase long chain family member 4
FMOD	0.009239496367117545	No data	No data	No data	No data	0.07599134970145263	No data	No data	fibromodulin
SIL1	0.009239496367117545	No data	No data	No data	No data	0.07599134970145263	No data	No data	SIL1 nucleotide exchange factor
FDFT1	0.009239496367117545	No data	No data	No data	No data	0.07599134970145263	No data	No data	farnesyl-diphosphate farnesyltransferase 1
NLRP9	0.009239496367117545	No data	No data	No data	No data	0.07599134970145263	No data	No data	NLR family pyrin domain containing 9
NDUFA3	0.009236758549133773	No data	No data	No data	No data	0.04255515583281348	0.06533004322978779	No data	NADH:ubiquinone oxidoreductase subunit A3
PDP1	0.00923125160394888	No data	No data	No data	No data	0.07592353965464256	No data	No data	pyruvate dehydrogenase phosphatase catalytic subunit 1
TMEM123	0.009229774938484944	No data	No data	No data	No data	No data	0.07591139464184064	No data	transmembrane protein 123
RHOU	0.009222882421531884	No data	No data	No data	No data	No data	0.07585470630675269	No data	ras homolog family member U
NRXN1	0.009220897219157823	No data	No data	No data	No data	0.06843953297789357	0.02959538317218125	No data	neurexin 1
OTUB1	0.009218964152968395	No data	No data	No data	No data	0.0758224800354494	No data	No data	OTU deubiquitinase, ubiquitin aldehyde binding 1
IL18BP	0.009218964152968395	No data	No data	No data	No data	0.0758224800354494	No data	No data	interleukin 18 binding protein
TOP1	0.00921579860380094	No data	No data	No data	No data	0.037995674850726316	0.06629752588271534	No data	DNA topoisomerase I
TIMM23	0.009203727819665844	No data	No data	No data	No data	0.03647584785669727	0.06657820501457185	No data	translocase of inner mitochondrial membrane 23
C3AR1	0.009202506328753014	No data	No data	No data	No data	0.0756871206797461	No data	No data	complement C3a receptor 1
XRCC5	0.009197889961912394	No data	No data	No data	No data	0.06687238773727831	0.035107060311515774	No data	X-ray repair cross complementing 5
PPFIBP1	0.009197597044464465	No data	No data	No data	No data	No data	0.0756467436803587	No data	PPFIA binding protein 1
ATP6V1A	0.009188565837246993	No data	No data	No data	No data	0.0697431720593332	0.023317173481998715	No data	ATPase H+ transporting V1 subunit A
LPP	0.009179984718917903	No data	No data	No data	No data	0.030396539880581056	0.0679027540193855	No data	LIM domain containing preferred translocation partner in lipoma
SMAD3	0.009179940375341655	No data	No data	No data	No data	0.07550152428045184	No data	No data	SMAD family member 3
CWC27	0.009178536627519827	No data	No data	No data	No data	0.06079307976116211	0.05878759690563936	No data	CWC27 spliceosome associated cyclophilin
KAT6B	0.009170206618385858	No data	No data	No data	No data	0.06687238773727831	0.03419632035113558	No data	lysine acetyltransferase 6B
PIN4	0.009155895719654472	No data	No data	No data	No data	0.07530376611635121	No data	No data	peptidylprolyl cis/trans isomerase, NIMA-interacting 4
PSMD12	0.009154542671135841	No data	No data	No data	No data	0.06079307976116211	0.05799823217931684	No data	proteasome 26S subunit, non-ATPase 12
REPS2	0.009153320980087672	No data	No data	No data	No data	No data	0.0752825898609541	No data	RALBP1 associated Eps domain containing 2
PCMT1	0.009140997996466421	No data	No data	No data	No data	0.07109412938735903	0.016348434447688492	No data	protein-L-isoaspartate (D-aspartate) O-methyltransferase
POLR2I	0.009138138150198689	No data	No data	No data	No data	No data	0.07515771684951403	No data	RNA polymerase II subunit I
NTRK3	0.009137510669129925	No data	No data	No data	No data	0.07271385657410784	0.009754797927394164	No data	neurotrophic receptor tyrosine kinase 3
ADK	0.009135783544177625	No data	No data	No data	No data	0.07513835110895348	No data	No data	adenosine kinase
TAFA5	0.009133938569598888	No data	No data	No data	No data	0.0697431720593332	0.021520019336733552	No data	TAFA chemokine like family member 5
SEPTIN4	0.009129238377136606	No data	No data	No data	No data	0.07508451959501529	No data	No data	septin 4
NKAIN4	0.00912729773288882	No data	No data	No data	No data	No data	0.07506855853287292	No data	sodium/potassium transporting ATPase interacting 4
MANBAL	0.009124086825420048	No data	No data	No data	No data	No data	0.0750421500380131	No data	mannosidase beta like
SDC3	0.00912278202545619	No data	No data	No data	No data	0.06991204172533642	0.02047750731344589	No data	syndecan 3
FTL	0.00912143613575993	No data	No data	No data	No data	0.07502034912193406	No data	No data	ferritin light chain
CFD	0.00911996434489346	No data	No data	No data	No data	0.07500824420084556	No data	No data	complement factor D
INS	0.00911723754114702	No data	No data	No data	No data	0.07498581727530441	No data	No data	insulin
H4C14	0.009111766435030618	No data	No data	No data	No data	0.07494081950468731	No data	No data	H4 clustered histone 14
H4C6	0.009111766435030618	No data	No data	No data	No data	0.07494081950468731	No data	No data	H4 clustered histone 6
MMADHC	0.009111061103066807	No data	No data	No data	No data	No data	0.07493501841707519	No data	metabolism of cobalamin associated D
ABCA4	0.009110075243893574	No data	No data	No data	No data	0.07492691009967208	No data	No data	ATP binding cassette subfamily A member 4
HRH2	0.009108706162987458	No data	No data	No data	No data	0.07491564992901206	No data	No data	histamine receptor H2
MOG	0.00910603697514807	No data	No data	No data	No data	0.07489369687243165	No data	No data	myelin oligodendrocyte glycoprotein
ID3	0.009105851756455768	No data	No data	No data	No data	0.06518369107724604	0.03883392976705037	No data	inhibitor of DNA binding 3, HLH protein
PRKG1	0.009102711425961836	No data	No data	No data	No data	0.0748663454929712	No data	No data	protein kinase cGMP-dependent 1
ADAM33	0.009102027832537671	No data	No data	No data	No data	0.06079307976116211	0.05627057374172872	No data	ADAM metallopeptidase domain 33
KCTD13	0.00909929865515205	No data	No data	No data	No data	No data	0.07483827674877208	No data	potassium channel tetramerization domain containing 13
FOLH1	0.009097208123063937	No data	No data	No data	No data	0.07482108291605027	No data	No data	folate hydrolase 1
SYNM	0.009096968265046412	No data	No data	No data	No data	0.07481911017492196	No data	No data	synemin
ADAM9	0.009095016856263642	No data	No data	No data	No data	0.07480306057856628	No data	No data	ADAM metallopeptidase domain 9
CUBN	0.00909401305912746	No data	No data	No data	No data	0.07479480472822833	No data	No data	cubilin
CANX	0.00909401305912746	No data	No data	No data	No data	0.07479480472822833	No data	No data	calnexin
FAM98B	0.00909158259909765	No data	No data	No data	No data	No data	0.074774815117245	No data	family with sequence similarity 98 member B
PDCD6IP	0.00908887513822102	No data	No data	No data	No data	0.04836089495000445	0.06266232354196309	No data	programmed cell death 6 interacting protein
COX6B1	0.00908384945493273	No data	No data	No data	No data	0.012158615952232422	0.07167155895443852	No data	cytochrome c oxidase subunit 6B1
TSPAN31	0.009082445762480157	No data	No data	No data	No data	No data	0.07469966810500783	No data	tetraspanin 31
CNST	0.0090798723520214	No data	No data	No data	No data	No data	0.07467850278101976	No data	consortin, connexin sorting protein
FSD1	0.009078632609078619	No data	No data	No data	No data	No data	0.074668306366003	No data	fibronectin type III and SPRY domain containing 1
KCNC1	0.009062508681151871	No data	No data	No data	No data	0.0745356931805048	No data	No data	potassium voltage-gated channel subfamily C member 1
UPP1	0.009061276748302923	No data	No data	No data	No data	0.07452556100054462	No data	No data	uridine phosphorylase 1
APCS	0.009056221214349666	No data	No data	No data	No data	0.07448398115319095	No data	No data	amyloid P component, serum
MYRIP	0.009054706439775195	No data	No data	No data	No data	0.07447152270742358	No data	No data	myosin VIIA and Rab interacting protein
NUP160	0.009054706439775195	No data	No data	No data	No data	0.07447152270742358	No data	No data	nucleoporin 160
VPS13A	0.009054706439775195	No data	No data	No data	No data	0.07447152270742358	No data	No data	vacuolar protein sorting 13 homolog A
DAAM1	0.009053091662257463	No data	No data	No data	No data	No data	0.07445824177541557	No data	dishevelled associated activator of morphogenesis 1
KLF3	0.009052274093826846	No data	No data	No data	No data	No data	0.07445151758547629	No data	Kruppel like factor 3
CA10	0.00905020146886385	No data	No data	No data	No data	0.01823792392834863	0.06987499004997268	No data	carbonic anhydrase 10
RNPEP	0.009049573386237906	No data	No data	No data	No data	0.07442930529092277	No data	No data	arginyl aminopeptidase
CACNG3	0.009046527822321973	No data	No data	No data	No data	0.012158615952232422	0.07136460269595168	No data	calcium voltage-gated channel auxiliary subunit gamma 3
ZMAT4	0.009043907734282501	No data	No data	No data	No data	No data	0.0743827074546422	No data	zinc finger matrin-type 4
USP11	0.009029180650702195	No data	No data	No data	No data	No data	0.07426158278355986	No data	ubiquitin specific peptidase 11
TMEM170A	0.00902591462286638	No data	No data	No data	No data	No data	0.0742347209446084	No data	transmembrane protein 170A
SNRNP48	0.009020106550959275	No data	No data	No data	No data	No data	0.07418695175829705	No data	small nuclear ribonucleoprotein U11/U12 subunit 48
OMA1	0.009019252986053277	No data	No data	No data	No data	0.07417993151101436	No data	No data	OMA1 zinc metallopeptidase
PSMA5	0.009017233239558603	No data	No data	No data	No data	0.051674117796987794	0.061244790413676815	No data	proteasome 20S subunit alpha 5
ZNRF3	0.009009089445065345	No data	No data	No data	No data	No data	0.07409634024513459	No data	zinc and ring finger 3
ILK	0.009003375904402318	No data	No data	No data	No data	0.07404934854241552	No data	No data	integrin linked kinase
PTPRA	0.0090028082281582	No data	No data	No data	No data	0.012158615952232422	0.07100502563277662	No data	protein tyrosine phosphatase receptor type A
PRKACB	0.009000912038704421	No data	No data	No data	No data	0.07402908418249513	No data	No data	protein kinase cAMP-activated catalytic subunit beta
C9orf64	0.008997476743841057	No data	No data	No data	No data	No data	0.07400083018650692	No data	chromosome 9 open reading frame 64
ZBTB7A	0.008995330409783437	No data	No data	No data	No data	0.030396539880581056	0.06638404243362675	No data	zinc finger and BTB domain containing 7A
P2RX3	0.008993109797327745	No data	No data	No data	No data	0.0739649137094139	No data	No data	purinergic receptor P2X 3
ATP5MC3	0.008992177057191783	No data	No data	No data	No data	No data	0.07395724227592489	No data	ATP synthase membrane subunit c locus 3
UNC13A	0.008991187340863255	No data	No data	No data	No data	0.051674117796987794	0.061030572785636956	No data	unc-13 homolog A
GABARAPL2	0.008987008704398846	No data	No data	No data	No data	No data	0.07391473453644827	No data	GABA type A receptor associated protein like 2
ATP6V0E1	0.008983358376122824	No data	No data	No data	No data	No data	0.07388471197228172	No data	ATPase H+ transporting V0 subunit e1
MRPL9	0.008976193877954407	No data	No data	No data	No data	No data	0.07382578669495936	No data	mitochondrial ribosomal protein L9
P2RX2	0.008974014838169035	No data	No data	No data	No data	0.0738078649200309	No data	No data	purinergic receptor P2X 2
KAT2B	0.008972883820454254	No data	No data	No data	No data	0.07379856272873525	No data	No data	lysine acetyltransferase 2B
ZNF827	0.008958200561935253	No data	No data	No data	No data	No data	0.07367779850214327	No data	zinc finger protein 827
SEZ6L2	0.00895693990812635	No data	No data	No data	No data	No data	0.07366743010319182	No data	seizure related 6 homolog like 2
DOCK5	0.00894727133764202	No data	No data	No data	No data	No data	0.07358790978178094	No data	dedicator of cytokinesis 5
CEP295	0.00894665563865391	No data	No data	No data	No data	No data	0.07358284589136341	No data	centrosomal protein 295
CAVIN2	0.008930724340734667	No data	No data	No data	No data	0.07345181701454195	No data	No data	caveolae associated protein 2
MEA1	0.008929333098443617	No data	No data	No data	No data	No data	0.07344037457490478	No data	male-enhanced antigen 1
DAD1	0.008924242783159897	No data	No data	No data	No data	0.06079307976116211	0.050421715612604855	No data	defender against cell death 1
CORT	0.00892234093526929	No data	No data	No data	No data	0.07338286668747912	No data	No data	cortistatin
AKAP13	0.008912588752881274	No data	No data	No data	No data	0.03343619386863916	0.0649436102227452	No data	A-kinase anchoring protein 13
MRTFA	0.008910980940731143	No data	No data	No data	No data	0.07328943504540099	No data	No data	myocardin related transcription factor A
KRT1	0.008910980940731143	No data	No data	No data	No data	0.07328943504540099	No data	No data	keratin 1
ST6GALNAC5	0.008907585705614849	No data	No data	No data	No data	0.06079307976116211	0.04987372305784404	No data	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
ALDH18A1	0.008904090078247821	No data	No data	No data	No data	0.07323276031769847	No data	No data	aldehyde dehydrogenase 18 family member A1
GAPT	0.008900714833656568	No data	No data	No data	No data	0.07320500021239937	No data	No data	GRB2 binding adaptor protein, transmembrane
SUMO2	0.00889825096795867	No data	No data	No data	No data	0.07318473585247898	No data	No data	small ubiquitin like modifier 2
RIN2	0.008891048798736072	No data	No data	No data	No data	No data	0.07312550074503836	No data	Ras and Rab interactor 2
RGS7BP	0.00888627841009958	No data	No data	No data	No data	No data	0.07308626610965524	No data	regulator of G protein signaling 7 binding protein
LATS2	0.008882936296386097	No data	No data	No data	No data	No data	0.07305877849324716	No data	large tumor suppressor kinase 2
BCAS1	0.008877450787844927	No data	No data	No data	No data	0.012158615952232422	0.0699740082800963	No data	brain enriched myelin associated protein 1
ARHGEF26	0.008870348924864284	No data	No data	No data	No data	No data	0.07295525214147106	No data	Rho guanine nucleotide exchange factor 26
PVR	0.008869916512432845	No data	No data	No data	No data	0.07295169571339453	No data	No data	PVR cell adhesion molecule
ABCG5	0.008869916512432845	No data	No data	No data	No data	0.07295169571339453	No data	No data	ATP binding cassette subfamily G member 5
NPC1L1	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	NPC1 like intracellular cholesterol transporter 1
PAK3	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	p21 (RAC1) activated kinase 3
CACNA1H	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	calcium voltage-gated channel subunit alpha1 H
CES3	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	carboxylesterase 3
ADH5	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	alcohol dehydrogenase 5 (class III), chi polypeptide
GRINA	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	glutamate ionotropic receptor NMDA type subunit associated protein 1
GCSAM	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	germinal center associated signaling and motility
POU4F1	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	POU class 4 homeobox 1
PPP2R5D	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	protein phosphatase 2 regulatory subunit B'delta
CLCN2	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	chloride voltage-gated channel 2
S1PR2	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	sphingosine-1-phosphate receptor 2
CACUL1	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	CDK2 associated cullin domain 1
TAAR1	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	trace amine associated receptor 1
AEN	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	apoptosis enhancing nuclease
TMEM106C	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	transmembrane protein 106C
STT3A	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	STT3 oligosaccharyltransferase complex catalytic subunit A
LINC01963	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	long intergenic non-protein coding RNA 1963
BMPER	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	BMP binding endothelial regulator
TPP1	0.008869916512432843	No data	No data	No data	No data	0.07295169571339452	No data	No data	tripeptidyl peptidase 1
OST4	0.008867178694449071	No data	No data	No data	No data	0.030396539880581056	0.06533004322978779	No data	oligosaccharyltransferase complex subunit 4, non-catalytic
SLC6A12	0.008864783458895555	No data	No data	No data	No data	0.07290947829689372	No data	No data	solute carrier family 6 member 12
SOD3	0.008864783458895555	No data	No data	No data	No data	0.07290947829689372	No data	No data	superoxide dismutase 3
PSMB6	0.008857055016591552	No data	No data	No data	No data	No data	0.07284591479316627	No data	proteasome 20S subunit beta 6
SILC1	0.008856301539095798	No data	No data	No data	No data	No data	0.0728397177268331	No data	sciatic injury induced lincRNA upregulator of SOX11
SLC25A10	0.008849384298283695	No data	No data	No data	No data	0.07278282604739131	No data	No data	solute carrier family 25 member 10
PKN1	0.008849384298283695	No data	No data	No data	No data	0.07278282604739131	No data	No data	protein kinase N1
TRIM11	0.008845500822799337	No data	No data	No data	No data	0.07275088593595416	No data	No data	tripartite motif containing 11
NRSN1	0.008842970522520272	No data	No data	No data	No data	No data	0.0727300751768266	No data	neurensin 1
PHF24	0.00882494878172846	No data	No data	No data	No data	No data	0.07258185320104733	No data	PHD finger protein 24
STXBP1	0.008816587808096512	No data	No data	No data	No data	0.06196155446031302	0.042206131627939396	No data	syntaxin binding protein 1
CDC123	0.008816368919470003	No data	No data	No data	No data	No data	0.0725112870914493	No data	cell division cycle 123
STX1A	0.00881612211136207	No data	No data	No data	No data	0.07250925718846607	No data	No data	syntaxin 1A
MAS1L	0.00881612211136207	No data	No data	No data	No data	0.07250925718846607	No data	No data	MAS1 proto-oncogene like, G protein-coupled receptor
ITGA7	0.008807037084245663	No data	No data	No data	No data	0.030396539880581056	0.0648354013195598	No data	integrin subunit alpha 7
NACA	0.008806439530649766	No data	No data	No data	No data	No data	0.0724296216382493	No data	nascent polypeptide associated complex subunit alpha
SLC9A6	0.00880013120564667	No data	No data	No data	No data	0.033110275413252926	0.06410016920683903	No data	solute carrier family 9 member A6
FEN1	0.008789224910826683	No data	No data	No data	No data	0.07228803792600184	No data	No data	flap structure-specific endonuclease 1
SECISBP2L	0.008784272357632525	No data	No data	No data	No data	No data	0.07224730505629354	No data	SECIS binding protein 2 like
MAML2	0.008783638709404663	No data	No data	No data	No data	No data	0.07224209354019374	No data	mastermind like transcriptional coactivator 2
BCL11B	0.008782097757513704	No data	No data	No data	No data	0.0697431720593332	0.009944990946414675	No data	BAF chromatin remodeling complex subunit BCL11B
SMYD2	0.00877096416179517	No data	No data	No data	No data	No data	0.07213785019819423	No data	SET and MYND domain containing 2
PSMB3	0.008770844457785169	No data	No data	No data	No data	No data	0.07213686567815944	No data	proteasome 20S subunit beta 3
SAMM50	0.008762385798278665	No data	No data	No data	No data	No data	0.07206729641517971	No data	SAMM50 sorting and assembly machinery component
GPC1	0.008759658522451906	No data	No data	No data	No data	0.07204486560695719	No data	No data	glypican 1
ARHGAP1	0.008759658522451906	No data	No data	No data	No data	0.07204486560695719	No data	No data	Rho GTPase activating protein 1
ACLY	0.00875452546891462	No data	No data	No data	No data	0.07200264819045639	No data	No data	ATP citrate lyase
SLC35G2	0.008753238182660368	No data	No data	No data	No data	No data	0.07199206074975335	No data	solute carrier family 35 member G2
ELAVL2	0.008751803380490225	No data	No data	No data	No data	0.0697431720593332	0.008948351949262481	No data	ELAV like RNA binding protein 2
GCLC	0.008746723227537943	No data	No data	No data	No data	0.07193847771737516	No data	No data	glutamate-cysteine ligase catalytic subunit
H3P17	0.008746723227537943	No data	No data	No data	No data	0.07193847771737516	No data	No data	H3 histone pseudogene 17
AKAP4	0.008746723227537943	No data	No data	No data	No data	0.07193847771737516	No data	No data	A-kinase anchoring protein 4
TUBA4A	0.008742764358427909	No data	No data	No data	No data	0.034787151196664985	0.06320912972282494	No data	tubulin alpha 4a
MGRN1	0.008736186873420784	No data	No data	No data	No data	0.03343619386863916	0.06349277173789199	No data	mahogunin ring finger 1
PROKR2	0.008726191013388791	No data	No data	No data	No data	0.07176960805137193	No data	No data	prokineticin receptor 2
TAF3	0.008721535922011704	No data	No data	No data	No data	No data	0.07173132169217301	No data	TATA-box binding protein associated factor 3
PSMA3	0.008716962684428198	No data	No data	No data	No data	No data	0.07169370854934926	No data	proteasome 20S subunit alpha 3
MRPS15	0.00871479013959909	No data	No data	No data	No data	No data	0.07167584019297017	No data	mitochondrial ribosomal protein S15
DIO3	0.00871346104061632	No data	No data	No data	No data	0.07166490885844992	No data	No data	iodothyronine deiodinase 3
SALL3	0.008711621116835148	No data	No data	No data	No data	No data	0.07164977618390539	No data	spalt like transcription factor 3
MTUS1	0.008704155220161762	No data	No data	No data	No data	0.021277577916406734	0.06626897753920857	No data	microtubule associated scaffold protein 1
TUBA1C	0.008704069342233495	No data	No data	No data	No data	0.012158615952232422	0.06854801171689703	No data	tubulin alpha 1c
TMEM176B	0.008703704055247528	No data	No data	No data	No data	0.07158466135818244	No data	No data	transmembrane protein 176B
CD83	0.008703323739484783	No data	No data	No data	No data	0.06383273374922022	0.030995198624825682	No data	CD83 molecule
ANGPT4	0.008700525745702355	No data	No data	No data	No data	0.07155852096886789	No data	No data	angiopoietin 4
CSNK1A1	0.008695491933341811	No data	No data	No data	No data	0.05788176671926646	0.05454141221640363	No data	casein kinase 1 alpha 1
MAP1A	0.008685126585090493	No data	No data	No data	No data	0.07143186871936548	No data	No data	microtubule associated protein 1A
PFKP	0.008685126585090493	No data	No data	No data	No data	0.07143186871936548	No data	No data	phosphofructokinase, platelet
ERCC1	0.008685126585090491	No data	No data	No data	No data	0.07143186871936547	No data	No data	ERCC excision repair 1, endonuclease non-catalytic subunit
CSN1S1	0.008685126585090491	No data	No data	No data	No data	0.07143186871936547	No data	No data	casein alpha s1
SDC4	0.008684034774814373	No data	No data	No data	No data	0.03698245685470695	0.06217727478069034	No data	syndecan 4
ATP6V0D1	0.008667657992376199	No data	No data	No data	No data	No data	0.07128819617651254	No data	ATPase H+ transporting V0 subunit d1
GATB	0.008667316044336853	No data	No data	No data	No data	No data	0.07128538378371481	No data	glutamyl-tRNA amidotransferase subunit B
RNF112	0.00866508462154793	No data	No data	No data	No data	0.07126703117847019	No data	No data	ring finger protein 112
ATF3	0.008664594370941343	No data	No data	No data	No data	0.07126299905336225	No data	No data	activating transcription factor 3
RAB29	0.008664594370941343	No data	No data	No data	No data	0.07126299905336225	No data	No data	RAB29, member RAS oncogene family
PPDPF	0.008659877153468389	No data	No data	No data	No data	0.012158615952232422	0.06818454774255388	No data	pancreatic progenitor cell differentiation and proliferation factor
SEZ6L	0.008657224868285207	No data	No data	No data	No data	0.054544902119042664	0.05756616216220085	No data	seizure related 6 homolog like
H1-0	0.008654328263866766	No data	No data	No data	No data	0.07117856422036063	No data	No data	H1.0 linker histone
SOCS1	0.008654328263866766	No data	No data	No data	No data	0.07117856422036063	No data	No data	suppressor of cytokine signaling 1
PPIG	0.008654328263866766	No data	No data	No data	No data	0.07117856422036063	No data	No data	peptidylprolyl isomerase G
CTSA	0.008654328263866766	No data	No data	No data	No data	0.07117856422036063	No data	No data	cathepsin A
ZCCHC17	0.008647888269800723	No data	No data	No data	No data	0.028876712886552	0.06390641949257303	No data	zinc finger CCHC-type containing 17
RPS6KL1	0.008634437924829822	No data	No data	No data	No data	No data	0.07101497373345744	No data	ribosomal protein S6 kinase like 1
NCL	0.008633179185795169	No data	No data	No data	No data	0.0710046210827972	No data	No data	nucleolin
DBT	0.008628660418547483	No data	No data	No data	No data	0.012158615952232422	0.06792780194974699	No data	dihydrolipoamide branched chain transacylase E2
RHOBTB3	0.008622195167115666	No data	No data	No data	No data	0.012158615952232422	0.06787462771135325	No data	Rho related BTB domain containing 3
GAS2L1	0.008612298543944952	No data	No data	No data	No data	No data	0.07083288573123869	No data	growth arrest specific 2 like 1
GPR37L1	0.008612181141693431	No data	No data	No data	No data	No data	0.07083192014229353	No data	G protein-coupled receptor 37 like 1
PTCD2	0.008602120124547375	No data	No data	No data	No data	0.0667035180712751	0.016182616099253283	No data	pentatricopeptide repeat domain 2
PRDM2	0.008598735656072783	No data	No data	No data	No data	No data	0.07072133612785082	No data	PR/SET domain 2
KCNG1	0.008572480113109378	No data	No data	No data	No data	No data	0.07050539425530092	No data	potassium voltage-gated channel modifier subfamily G member 1
BNIP3	0.008572199407270168	No data	No data	No data	No data	0.07050308555634772	No data	No data	BCL2 interacting protein 3
SYT7	0.008572199407270168	No data	No data	No data	No data	0.07050308555634772	No data	No data	synaptotagmin 7
NAA38	0.008568457258042486	No data	No data	No data	No data	No data	0.07047230779971503	No data	N-alpha-acetyltransferase 38, NatC auxiliary subunit
ATP12A	0.008567845972612533	No data	No data	No data	No data	0.07046728020913767	No data	No data	ATPase H+/K+ transporting non-gastric alpha2 subunit
WDR70	0.008566294345980245	No data	No data	No data	No data	No data	0.07045451866918621	No data	WD repeat domain 70
CRYL1	0.008561933300195591	No data	No data	No data	No data	0.0704186507233461	No data	No data	crystallin lambda 1
YWHAG	0.008561933300195591	No data	No data	No data	No data	0.0704186507233461	No data	No data	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma
GLRA3	0.008559229576480172	No data	No data	No data	No data	0.07039641362229741	No data	No data	glycine receptor alpha 3
PAM	0.008558775257852369	No data	No data	No data	No data	0.06079307976116211	0.038398389051642966	No data	peptidylglycine alpha-amidating monooxygenase
HSPA12A	0.008556655579911447	No data	No data	No data	No data	0.03647584785669726	0.061256281513603045	No data	heat shock protein family A (Hsp70) member 12A
PSME3	0.008548676747361856	No data	No data	No data	No data	0.07030962060934451	No data	No data	proteasome activator subunit 3
PKM	0.008545215643063818	No data	No data	No data	No data	0.058471121853617726	0.04724012994774938	No data	pyruvate kinase M1/2
KLHL5	0.008531283282047844	No data	No data	No data	No data	No data	0.07016656596083562	No data	kelch like family member 5
EPS8	0.008529504059822153	No data	No data	No data	No data	No data	0.0701519325335386	No data	epidermal growth factor receptor pathway substrate 8
SIAH1	0.008526496374673273	No data	No data	No data	No data	0.0701271954651034	No data	No data	siah E3 ubiquitin protein ligase 1
NDUFV3	0.008519396570170423	No data	No data	No data	No data	0.030396539880581056	0.06246966729847307	No data	NADH:ubiquinone oxidoreductase subunit V3
COMMD9	0.008513773448791577	No data	No data	No data	No data	No data	0.07002255423018257	No data	COMM domain containing 9
