"accession","pref_name","standar_type","chembl_id_ligand","standard_inchi","standard_inchi_key","canonical_smiles (Canonical)","Activity_type"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3410044","InChI=1S/C23H23N5O2/c1-15-4-3-5-19(12-15)28(10-11-29)23(30)27-18-8-6-17(7-9-18)21-20-16(2)13-24-22(20)26-14-25-21/h3-9,12-14,29H,10-11H2,1-2H3,(H,27,30)(H,24,25,26)","UZLBPADXEZMDBH-UHFFFAOYSA-N","Cc1cccc(N(CCO)C(=O)Nc2ccc(-c3ncnc4[nH]cc(C)c34)cc2)c1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL507936","InChI=1S/C22H19N5O/c1-14-3-2-4-17(13-14)27-22(28)26-16-7-5-15(6-8-16)18-9-10-19-21(20(18)23)25-12-11-24-19/h2-13H,23H2,1H3,(H2,26,27,28)","FJZXDUKUMALHNP-UHFFFAOYSA-N","Cc1cccc(NC(=O)Nc2ccc(-c3ccc4nccnc4c3N)cc2)c1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1971141","InChI=1S/C21H19N3O2/c1-14-4-2-7-19(12-14)24-21(26)23-18-10-8-15(9-11-18)16-5-3-6-17(13-16)20(22)25/h2-13H,1H3,(H2,22,25)(H2,23,24,26)","XNLJDUXNZQBRSE-UHFFFAOYSA-N","Cc1cccc(NC(=O)Nc2ccc(-c3cccc(C(N)=O)c3)cc2)c1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL375284","InChI=1S/C21H18N4O/c1-14-4-2-5-17(12-14)24-21(26)23-16-10-8-15(9-11-16)18-6-3-7-20-19(18)13-22-25-20/h2-13H,1H3,(H,22,25)(H2,23,24,26)","PJSBFZAYJQMORO-UHFFFAOYSA-N","Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]ncc34)cc2)c1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL183844","InChI=1S/C23H21N3O2/c1-14-5-3-6-17(11-14)25-23(28)26-21-10-9-16(12-15(21)2)18-7-4-8-19-20(18)13-24-22(19)27/h3-12H,13H2,1-2H3,(H,24,27)(H2,25,26,28)","BOBGABAXWFYHQX-UHFFFAOYSA-N","Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2C)c1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL508928","InChI=1S/C24H22N8O/c1-15-4-3-5-19(10-15)30-24(33)29-18-8-6-16(7-9-18)20-12-26-23-21(13-28-32(23)22(20)25)17-11-27-31(2)14-17/h3-14H,25H2,1-2H3,(H2,29,30,33)","ZGDSBEUMPIMXBM-UHFFFAOYSA-N","Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(-c5cnn(C)c5)cnn4c3N)cc2)c1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL404367","InChI=1S/C21H20N6O/c1-13-4-3-5-16(10-13)25-21(28)24-15-8-6-14(7-9-15)17-11-23-12-18-19(17)20(22)26-27(18)2/h3-12H,1-2H3,(H2,22,26)(H2,24,25,28)","GEGCXGMFUYJULA-UHFFFAOYSA-N","Cc1cccc(NC(=O)Nc2ccc(-c3cncc4c3c(N)nn4C)cc2)c1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1978166","InChI=1S/C31H35N5OS/c1-22-11-10-13-26(19-22)36-31(37)35-25-16-14-23(15-17-25)27-21-38-29-24(20-34-30(33)28(27)29)12-8-6-4-2-3-5-7-9-18-32/h10-11,13-17,19-21H,2-7,9,18,32H2,1H3,(H2,33,34)(H2,35,36,37)","VSVWQTDDGQSGHP-UHFFFAOYSA-N","Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCCCCCCCCN)cnc(N)c34)cc2)c1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1973145","InChI=1S/C20H18N6OS/c1-11-3-2-4-14(9-11)24-20(27)23-13-7-5-12(6-8-13)15-10-28-18-16(15)17(21)25-19(22)26-18/h2-10H,1H3,(H2,23,24,27)(H4,21,22,25,26)","RAPYFGJGASETOS-UHFFFAOYSA-N","Cc1cccc(NC(=O)Nc2ccc(-c3csc4nc(N)nc(N)c34)cc2)c1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL211378","InChI=1S/C19H16N6O2/c1-11-3-2-4-14(9-11)24-19(26)23-13-7-5-12(6-8-13)16-15-17(20)21-10-22-18(15)27-25-16/h2-10H,1H3,(H2,20,21,22)(H2,23,24,26)","KTQYQHLIMZOBSM-UHFFFAOYSA-N","Cc1cccc(NC(=O)Nc2ccc(-c3noc4ncnc(N)c34)cc2)c1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1965507","InChI=1S/C21H18N6O2S/c1-12-3-2-4-15(9-12)27-21(29)26-14-7-5-13(6-8-14)25-19(28)16-10-30-20-17(16)18(22)23-11-24-20/h2-11H,1H3,(H,25,28)(H2,22,23,24)(H2,26,27,29)","KWRXWPRFIUJQBP-UHFFFAOYSA-N","Cc1cccc(NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2)c1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1969523","InChI=1S/C21H25N5O2/c1-12-7-6-8-14(11-12)24-20-22-10-9-15(26-20)25-17-16(18(27)19(17)28)23-13(2)21(3,4)5/h6-11,13,23H,1-5H3,(H2,22,24,25,26)","CKVWQORGCCEYHS-UHFFFAOYSA-N","Cc1cccc(Nc2nccc(Nc3c(NC(C)C(C)(C)C)c(=O)c3=O)n2)c1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1987793","InChI=1S/C29H25NO3/c1-20-10-2-4-13-22(20)27-24-15-6-7-16-25(24)30(28(27)29(31)32)18-9-19-33-26-17-8-12-21-11-3-5-14-23(21)26/h2-8,10-17H,9,18-19H2,1H3,(H,31,32)","STISJUSFFZAZMP-UHFFFAOYSA-N","Cc1ccccc1-c1c(C(=O)O)n(CCCOc2cccc3ccccc23)c2ccccc12","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3410043","InChI=1S/C23H23N5O2/c1-15-5-3-4-6-19(15)28(11-12-29)23(30)27-18-9-7-17(8-10-18)21-20-16(2)13-24-22(20)26-14-25-21/h3-10,13-14,29H,11-12H2,1-2H3,(H,27,30)(H,24,25,26)","APKDACACJQNRMB-UHFFFAOYSA-N","Cc1ccccc1N(CCO)C(=O)Nc1ccc(-c2ncnc3[nH]cc(C)c23)cc1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1984586","InChI=1S/C20H17N5O2/c1-12-4-2-3-5-16(12)25-20(26)24-14-8-6-13(7-9-14)15-10-27-19-17(15)18(21)22-11-23-19/h2-11H,1H3,(H2,21,22,23)(H2,24,25,26)","ISVHLTLEHRZKJC-UHFFFAOYSA-N","Cc1ccccc1NC(=O)Nc1ccc(-c2coc3ncnc(N)c23)cc1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1980144","InChI=1S/C21H18N6O2S/c1-12-4-2-3-5-16(12)27-21(29)26-14-8-6-13(7-9-14)25-19(28)15-10-30-20-17(15)18(22)23-11-24-20/h2-11H,1H3,(H,25,28)(H2,22,23,24)(H2,26,27,29)","QPORZABOFXPRHM-UHFFFAOYSA-N","Cc1ccccc1NC(=O)Nc1ccc(NC(=O)c2csc3ncnc(N)c23)cc1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1982135","InChI=1S/C22H19N5OS/c1-12-4-2-3-5-16(12)27-22(28)26-14-7-8-15-13(10-14)6-9-17-18(15)19-20(23)24-11-25-21(19)29-17/h2-5,7-8,10-11H,6,9H2,1H3,(H2,23,24,25)(H2,26,27,28)","DCTBPIBEQFLAOQ-UHFFFAOYSA-N","Cc1ccccc1NC(=O)Nc1ccc2c(c1)CCc1sc3ncnc(N)c3c1-2","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL2000408","InChI=1S/C23H24F2N6O/c1-13-10-31-20(18-7-8-26-22(29-18)27-11-23(3,4)12-32)19(30-21(31)14(2)28-13)16-6-5-15(24)9-17(16)25/h5-10,32H,11-12H2,1-4H3,(H,26,27,29)","WIHAOLDOGQOGIU-UHFFFAOYSA-N","Cc1cn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc2c(C)n1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4225923","InChI=1S/C23H25N9S/c1-14-13-32-18(15-10-26-27-11-15)12-25-22(32)21(28-14)29-19-9-17(31-33-19)20(30-23(2,3)4)16-7-5-6-8-24-16/h5-13,20,30H,1-4H3,(H,26,27)(H,28,29)","QTTGVGLTCILDCA-UHFFFAOYSA-N","Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C(NC(C)(C)C)c3ccccn3)ns2)n1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4227082","InChI=1S/C19H16N8S/c1-12-11-27-16(13-8-22-23-9-13)10-21-19(27)18(24-12)25-17-7-15(26-28-17)6-14-4-2-3-5-20-14/h2-5,7-11H,6H2,1H3,(H,22,23)(H,24,25)","NNQHKTWARZSGTQ-UHFFFAOYSA-N","Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(Cc3ccccn3)ns2)n1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL601935","InChI=1S/C16H22N6/c1-12-10-18-5-4-13(12)14-11-19-15(17)16(20-14)22-7-3-6-21(2)8-9-22/h4-5,10-11H,3,6-9H2,1-2H3,(H2,17,19)","LQABRTWTBAULPD-UHFFFAOYSA-N","Cc1cnccc1-c1cnc(N)c(N2CCCN(C)CC2)n1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4568022","InChI=1S/C27H25N3O5/c1-17-15-35-24-14-22(11-12-23(24)26(17)32)34-16-25(31)28-19-5-4-6-20(13-19)29-27(33)18-7-9-21(10-8-18)30(2)3/h4-15H,16H2,1-3H3,(H,28,31)(H,29,33)","BPQIQMUSYJJFRD-UHFFFAOYSA-N","Cc1coc2cc(OCC(=O)Nc3cccc(NC(=O)c4ccc(N(C)C)cc4)c3)ccc2c1=O","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1970189","InChI=1S/C14H11ClN4O/c1-7-11-12(8-4-2-3-5-10(8)15)9(6-16)13(17)20-14(11)19-18-7/h2-5,12H,17H2,1H3,(H,18,19)","GPWYRDPTGJYJNL-UHFFFAOYSA-N","Cc1n[nH]c2c1C(c1ccccc1Cl)C(C#N)=C(N)O2","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1966703","InChI=1S/C19H20FN3O/c1-10-15-16(11-6-4-5-7-12(11)20)17-13(21-18(15)23-22-10)8-19(2,3)9-14(17)24/h4-7,16H,8-9H2,1-3H3,(H2,21,22,23)","WYBRFXSHAXWYIZ-UHFFFAOYSA-N","Cc1n[nH]c2c1C(c1ccccc1F)C1=C(CC(C)(C)CC1=O)N2","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1979318","InChI=1S/C14H11IN4O/c1-7-11-12(8-4-2-3-5-10(8)15)9(6-16)13(17)20-14(11)19-18-7/h2-5,12H,17H2,1H3,(H,18,19)","FQBWBTKXLRVHDG-UHFFFAOYSA-N","Cc1n[nH]c2c1C(c1ccccc1I)C(C#N)=C(N)O2","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4062803","InChI=1S/C17H16N6O/c1-9-12-5-4-11(8-14(12)23-22-9)19-17-20-13-6-7-24-15(13)16(21-17)18-10-2-3-10/h4-8,10H,2-3H2,1H3,(H,22,23)(H2,18,19,20,21)","MDWXVGCLSBQVMP-UHFFFAOYSA-N","Cc1n[nH]c2cc(Nc3nc(NC4CC4)c4occc4n3)ccc12","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL373487","InChI=1S/C20H24N4/c1-15-19-12-17(9-10-20(19)23-22-15)21-18-8-5-11-24(14-18)13-16-6-3-2-4-7-16/h2-4,6-7,9-10,12,18,21H,5,8,11,13-14H2,1H3,(H,22,23)","RWIWATQFHWUZHC-UHFFFAOYSA-N","Cc1n[nH]c2ccc(NC3CCCN(Cc4ccccc4)C3)cc12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1970074","InChI=1S/C22H17F3N4O/c1-13-20-18(6-3-7-19(20)29-28-13)14-8-10-16(11-9-14)26-21(30)27-17-5-2-4-15(12-17)22(23,24)25/h2-12H,1H3,(H,28,29)(H2,26,27,30)","AGYRJOAGMDIFKL-UHFFFAOYSA-N","Cc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1965495","InChI=1S/C14H10N4/c1-9-12-13(10-5-3-2-4-6-10)11(7-15)8-16-14(12)18-17-9/h2-6,8H,1H3,(H,16,17,18)","BTHLNBWTKKAULX-UHFFFAOYSA-N","Cc1n[nH]c2ncc(C#N)c(-c3ccccc3)c12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1998414","InChI=1S/C15H14ClN3OS/c1-9-12-8-13(21-15(12)19-18-9)14(20)17-7-6-10-2-4-11(16)5-3-10/h2-5,8H,6-7H2,1H3,(H,17,20)(H,18,19)","OMKZJNFKGWJFNX-UHFFFAOYSA-N","Cc1n[nH]c2sc(C(=O)NCCc3ccc(Cl)cc3)cc12","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4107027","InChI=1S/C23H27FN4O2/c1-15(17-8-6-5-7-9-17)26-23(29)19-12-21(24)18(20-14-25-27-16(20)2)13-22(19)30-11-10-28(3)4/h5-9,12-15H,10-11H2,1-4H3,(H,25,27)(H,26,29)/t15-/m1/s1","QFPRZTWQNKAKTH-OAHLLOKOSA-N","Cc1n[nH]cc1-c1cc(OCCN(C)C)c(C(=O)N[C@H](C)c2ccccc2)cc1F","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1682542","InChI=1S/C11H9N3S/c1-7-13-11(6-15-7)8-2-3-10-9(4-8)5-12-14-10/h2-6H,1H3,(H,12,14)","LYYSRRLDPCPRDC-UHFFFAOYSA-N","Cc1nc(-c2ccc3[nH]ncc3c2)cs1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1375640","InChI=1S/C15H13ClN4OS/c1-9-14(11-6-7-18-15(17)20-11)22-13(19-9)8-21-12-5-3-2-4-10(12)16/h2-7H,8H2,1H3,(H2,17,18,20)","SVUIYNKSDCANAY-UHFFFAOYSA-N","Cc1nc(COc2ccccc2Cl)sc1-c1ccnc(N)n1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1421","InChI=1S/C22H26ClN7O2S/c1-14-4-3-5-16(23)20(14)28-21(32)17-13-24-22(33-17)27-18-12-19(26-15(2)25-18)30-8-6-29(7-9-30)10-11-31/h3-5,12-13,31H,6-11H2,1-2H3,(H,28,32)(H,24,25,26,27)","ZBNZXTGUTAYRHI-UHFFFAOYSA-N","Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1974702","InChI=1S/C11H5BrClNO2S/c1-4-14-8-7-6(13)3-2-5(12)9(7)17-10(8)11(15)16-4/h2-3H,1H3","OBZHLULOFFWAJX-UHFFFAOYSA-N","Cc1nc2c(sc3c(Br)ccc(Cl)c32)c(=O)o1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL2006263","InChI=1S/C16H16N4O2S/c1-10-11(2)19-16-9-13(5-8-15(16)18-10)20-23(21,22)14-6-3-12(17)4-7-14/h3-9,20H,17H2,1-2H3","LKUJDAHYLPICSE-UHFFFAOYSA-N","Cc1nc2ccc(NS(=O)(=O)c3ccc(N)cc3)cc2nc1C","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL513846","InChI=1S/C17H14N4OS/c1-11-16(21-9-3-2-4-15(21)18-11)14-10-23-17(20-14)19-12-5-7-13(22)8-6-12/h2-10,22H,1H3,(H,19,20)","WNJPSYHJVTYTBP-UHFFFAOYSA-N","Cc1nc2ccccn2c1-c1csc(Nc2ccc(O)cc2)n1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1971149","InChI=1S/C22H20F2N6O2/c1-12-19-29-17(14-5-4-13(23)10-15(14)24)18(30(19)9-8-25-12)16-6-7-26-21(28-16)27-11-22(2,3)20(31)32/h4-10H,11H2,1-3H3,(H,31,32)(H,26,27,28)","FXGYCYAFWHJUAS-UHFFFAOYSA-N","Cc1nccn2c(-c3ccnc(NCC(C)(C)C(=O)O)n3)c(-c3ccc(F)cc3F)nc12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1987648","InChI=1S/C22H23FN6O/c1-14-20-28-18(15-4-6-16(23)7-5-15)19(29(20)11-10-24-14)17-8-9-25-21(27-17)26-12-22(2,3)13-30/h4-11,30H,12-13H2,1-3H3,(H,25,26,27)","VIOYJEOXCCYVDO-UHFFFAOYSA-N","Cc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3)nc12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1991678","InChI=1S/C22H22F2N6O/c1-13-20-29-18(15-5-4-14(23)10-16(15)24)19(30(20)9-8-25-13)17-6-7-26-21(28-17)27-11-22(2,3)12-31/h4-10,31H,11-12H2,1-3H3,(H,26,27,28)","WYBGYJNIKOAPQI-UHFFFAOYSA-N","Cc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1996500","InChI=1S/C21H20F2N6O/c1-12-19-28-17(14-5-4-13(22)10-15(14)23)18(29(19)9-8-24-12)16-6-7-25-20(27-16)26-11-21(2,3)30/h4-10,30H,11H2,1-3H3,(H,25,26,27)","WIRUYYYAAJOIKO-UHFFFAOYSA-N","Cc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1965589","InChI=1S/C21H18F2N6O/c1-12-19-28-17(14-3-2-13(22)10-15(14)23)18(29(19)9-8-24-12)16-4-7-25-20(27-16)26-11-21(30)5-6-21/h2-4,7-10,30H,5-6,11H2,1H3,(H,25,26,27)","FFQQZBOORWKWDZ-UHFFFAOYSA-N","Cc1nccn2c(-c3ccnc(NCC4(O)CC4)n3)c(-c3ccc(F)cc3F)nc12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1978200","InChI=1S/C22H22F2N6O/c1-13-20-29-18(15-5-4-14(23)12-16(15)24)19(30(20)11-10-25-13)17-6-8-26-21(28-17)27-9-7-22(2,3)31/h4-6,8,10-12,31H,7,9H2,1-3H3,(H,26,27,28)","YPDWGKSFVMASOZ-UHFFFAOYSA-N","Cc1nccn2c(-c3ccnc(NCCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL379835","InChI=1S/C17H12ClN3O2/c1-10-15-16(22)13-9-11(18)7-8-14(13)21(23)17(15)20(19-10)12-5-3-2-4-6-12/h2-9,23H,1H3","NLNVCPSZHKGGDI-UHFFFAOYSA-N","Cc1nn(-c2ccccc2)c2c1c(=O)c1cc(Cl)ccc1n2O","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1984039","InChI=1S/C28H27N3O3/c1-17-25(18(2)31(3)30-17)23-13-7-12-21-22(27(28(32)33)29-26(21)23)14-8-16-34-24-15-6-10-19-9-4-5-11-20(19)24/h4-7,9-13,15,29H,8,14,16H2,1-3H3,(H,32,33)","YQKMXWUAKZDDLP-UHFFFAOYSA-N","Cc1nn(C)c(C)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)[nH]c12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1977814","InChI=1S/C16H18ClN3O2/c1-9(2)8-22-20-13-6-5-11(17)7-12(13)15(21)14-10(3)18-19(4)16(14)20/h5-7,9H,8H2,1-4H3","DNUARRYUJCTBON-UHFFFAOYSA-N","Cc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2OCC(C)C","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1988153","InChI=1S/C17H10F3N3O2S/c1-9-22-23-16(24-9)14-6-12-13(7-21-8-15(12)26-14)25-11-4-2-10(3-5-11)17(18,19)20/h2-8H,1H3","IMHKMKWSWHFKTM-UHFFFAOYSA-N","Cc1nnc(-c2cc3c(Oc4ccc(C(F)(F)F)cc4)cncc3s2)o1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4552628","InChI=1S/C18H18ClF2N5OS/c1-9-11(12-7-24-26-8-10(19)6-23-16(12)26)5-14(28-9)17(27)25-15-13(22)3-2-4-18(15,20)21/h5-8,13,15H,2-4,22H2,1H3,(H,25,27)/t13-,15-/m1/s1","NGFGTMFVWSDFPS-UKRRQHHQSA-N","Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1980592","InChI=1S/C14H11N5OS/c1-7-8(2)21-13-10(7)12-16-11(9-3-5-15-6-4-9)18-19(12)14(20)17-13/h3-6H,1-2H3,(H,17,20)","MONUZQWCBUZODF-UHFFFAOYSA-N","Cc1sc2[nH]c(=O)n3nc(-c4ccncc4)nc3c2c1C","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1972988","InChI=1S/C11H7ClN4/c12-10-4-9(15-6-16-10)8-5-14-11-7(8)2-1-3-13-11/h1-6H,(H,13,14)","YGUMGYOBTNGZKS-UHFFFAOYSA-N","Clc1cc(-c2c[nH]c3ncccc23)ncn1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1997846","InChI=1S/C17H18ClN5/c18-14-9-15(21-11-5-2-1-3-6-11)23-17(22-14)13-10-20-16-12(13)7-4-8-19-16/h4,7-11H,1-3,5-6H2,(H,19,20)(H,21,22,23)","MASJMHFQMYAPJR-UHFFFAOYSA-N","Clc1cc(NC2CCCCC2)nc(-c2c[nH]c3ncccc23)n1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1996923","InChI=1S/C6H3Cl2N3/c7-3-1-5-6(2-4(3)8)10-11-9-5/h1-2H,(H,9,10,11)","HHEBHJLYNLALHM-UHFFFAOYSA-N","Clc1cc2nn[nH]c2cc1Cl","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3314140","InChI=1S/C23H21ClN4O/c24-18-3-1-17(2-4-18)21-9-10-22(29-21)23-26-13-16-28(23)20-7-5-19(6-8-20)27-14-11-25-12-15-27/h1-10,13,16,25H,11-12,14-15H2","SLLRTLCGZRODTB-UHFFFAOYSA-N","Clc1ccc(-c2ccc(-c3nccn3-c3ccc(N4CCNCC4)cc3)o2)cc1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1984191","InChI=1S/C13H8Cl2N4/c14-10-2-1-8(5-11(10)15)13-9(6-18-19-13)12-3-4-16-7-17-12/h1-7H,(H,18,19)","HHHWHXLLZCRLAO-UHFFFAOYSA-N","Clc1ccc(-c2n[nH]cc2-c2ccncn2)cc1Cl","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3689480","InChI=1S/C20H19Cl2N3/c21-18-5-4-14(10-19(18)22)12-25-9-7-16(13-25)24-20-3-1-2-15-11-23-8-6-17(15)20/h1-6,8,10-11,16,24H,7,9,12-13H2","DMPFVMAOEFGDNT-UHFFFAOYSA-N","Clc1ccc(CN2CCC(Nc3cccc4cnccc34)C2)cc1Cl","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3689478","InChI=1S/C21H21Cl2N3/c22-19-7-6-15(11-20(19)23)13-26-10-2-4-17(14-26)25-21-5-1-3-16-12-24-9-8-18(16)21/h1,3,5-9,11-12,17,25H,2,4,10,13-14H2","HMBSLPNVVKIQGR-UHFFFAOYSA-N","Clc1ccc(CN2CCCC(Nc3cccc4cnccc34)C2)cc1Cl","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3689494","InChI=1S/C20H20ClN3/c21-17-6-4-15(5-7-17)13-24-11-9-18(14-24)23-20-3-1-2-16-12-22-10-8-19(16)20/h1-8,10,12,18,23H,9,11,13-14H2/t18-/m0/s1","UGWBCYQPCXKMGF-SFHVURJKSA-N","Clc1ccc(CN2CC[C@H](Nc3cccc4cnccc34)C2)cc1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1381197","InChI=1S/C18H14ClN5/c19-15-8-6-13(7-9-15)12-20-16-10-11-17-21-22-18(24(17)23-16)14-4-2-1-3-5-14/h1-11H,12H2,(H,20,23)","WHKWRDQKKUPBMN-UHFFFAOYSA-N","Clc1ccc(CNc2ccc3nnc(-c4ccccc4)n3n2)cc1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4098243","InChI=1S/C14H11ClN4S/c15-12-3-1-10(2-4-12)9-20-14-17-13(18-19-14)11-5-7-16-8-6-11/h1-8H,9H2,(H,17,18,19)","OTAZVDJVZRRSKT-UHFFFAOYSA-N","Clc1ccc(CSc2nc(-c3ccncc3)n[nH]2)cc1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4063622","InChI=1S/C15H14ClN5/c16-12-1-3-13(4-2-12)18-10-7-14-19-15(21-20-14)11-5-8-17-9-6-11/h1-6,8-9,18H,7,10H2,(H,19,20,21)","LJEPYMIFNDLJRF-UHFFFAOYSA-N","Clc1ccc(NCCc2nc(-c3ccncc3)n[nH]2)cc1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1682555","InChI=1S/C19H13ClN6/c20-14-3-5-15(6-4-14)23-18-17(24-19-21-8-1-9-26(18)19)12-2-7-16-13(10-12)11-22-25-16/h1-11,23H,(H,22,25)","SENUIYRNLCTXDG-UHFFFAOYSA-N","Clc1ccc(Nc2c(-c3ccc4[nH]ncc4c3)nc3ncccn23)cc1","Inactive"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL101253","InChI=1S/C20H15ClN4/c21-15-5-7-16(8-6-15)23-20-18-4-2-1-3-17(18)19(24-25-20)13-14-9-11-22-12-10-14/h1-12H,13H2,(H,23,25)","YCOYDOIWSSHVCK-UHFFFAOYSA-N","Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1","Inactive"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3689409","InChI=1S/C25H25ClN4O/c26-20-6-9-23(10-7-20)31-24-5-1-3-18(13-24)16-30-12-2-4-22(17-30)28-21-8-11-25-19(14-21)15-27-29-25/h1,3,5-11,13-15,22,28H,2,4,12,16-17H2,(H,27,29)","QUPJHUJXKHEQKC-UHFFFAOYSA-N","Clc1ccc(Oc2cccc(CN3CCCC(Nc4ccc5[nH]ncc5c4)C3)c2)cc1","Inactive"
